"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y6","y7","y8","y9","y10","PriAges"
"1","Kachin","Myitkyina","AREA # 010151","Hsinbo(ST)","MMR001001","Myitkyina","Hsinbo(ST)",NA,NA,NA,NA,NA,0
"2","Kachin","Myitkyina","AREA # 010101","Myitkyina","MMR001001","Myitkyina","Myitkyina",0,1,0,0,2,3
"3","Kachin","Myitkyina","AREA # 010152","Hsadone(ST)","MMR001002","Waingmaw","Hsadone(ST)",0,1,0,0,0,1
"4","Kachin","Myitkyina","AREA # 010153","Kanpaikti(ST)","MMR001002","Waingmaw","Kanpaikti(ST)",NA,NA,NA,NA,NA,0
"5","Kachin","Myitkyina","AREA # 010102","Waingmaw","MMR001002","Waingmaw","Waingmaw",0,1,1,1,3,6
"6","Kachin","Myitkyina","AREA # 010103","Ingyanyan","MMR001003","Injangyang","Ingyanyan",NA,NA,NA,NA,NA,0
"7","Kachin","Myitkyina","AREA # 010154","Shinbwayyan(ST)","MMR001004","Tanai","Shinbwayyan(ST)",NA,NA,NA,NA,NA,0
"8","Kachin","Myitkyina","AREA # 010104","Tanaing","MMR001004","Tanai","Tanaing",0,0,1,0,0,1
"9","Kachin","Myitkyina","AREA # 010105","Chiphwe","MMR001005","Chipwi","Chiphwe",NA,NA,NA,NA,NA,0
"10","Kachin","Myitkyina","AREA # 010155","Panwa(ST)","MMR001005","Chipwi","Panwa(ST)",NA,NA,NA,NA,NA,0
"11","Kachin","Myitkyina","AREA # 010106","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw",NA,NA,NA,NA,NA,0
"12","Kachin","Mohnyin","AREA # 010251","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)",0,0,1,0,1,2
"13","Kachin","Mohnyin","AREA # 010201","Mohnyin","MMR001007","Mohnyin","Mohnyin",0,0,0,0,0,0
"14","Kachin","Mohnyin","AREA # 010202","Mogaung","MMR001008","Mogaung","Mogaung",0,0,0,1,0,1
"15","Kachin","Mohnyin","AREA # 010203","Phakant","MMR001009","Hpakant","Phakant",0,0,0,0,0,0
"16","Kachin","Mohnyin","AREA # 010252","Kamine(ST)","MMR001009","Hpakant","Kamine(ST)",NA,NA,NA,NA,NA,0
"17","Kachin","Bhamo","AREA # 010301","Bhamo","MMR001010","Bhamo","Bhamo",0,0,0,0,1,1
"18","Kachin","Bhamo","AREA # 010351","Myohla(ST)","MMR001011","Shwegu","Myohla(ST)",NA,NA,NA,NA,NA,0
"19","Kachin","Bhamo","AREA # 010302","Shwegu","MMR001011","Shwegu","Shwegu",NA,NA,NA,NA,NA,0
"20","Kachin","Bhamo","AREA # 010352","Lwe`ge`(ST)","MMR001012","Momauk","Lwe`ge`(ST)",NA,NA,NA,NA,NA,0
"21","Kachin","Bhamo","AREA # 010353","Dotphoneyan(ST)","MMR001012","Momauk","Dotphoneyan(ST)",NA,NA,NA,NA,NA,0
"22","Kachin","Bhamo","AREA # 010303","Momauk","MMR001012","Momauk","Momauk",NA,NA,NA,NA,NA,0
"23","Kachin","Bhamo","AREA # 010304","Mansi","MMR001013","Mansi","Mansi",0,0,1,0,0,1
"24","Kachin","Putao","AREA # 010401","Putao","MMR001014","Puta-O","Putao",0,1,0,0,0,1
"25","Kachin","Putao","AREA # 010402","Sumprabum","MMR001015","Sumprabum","Sumprabum",NA,NA,NA,NA,NA,0
"26","Kachin","Putao","AREA # 010403","Machanbaw","MMR001016","Machanbaw","Machanbaw",NA,NA,NA,NA,NA,0
"27","Kachin","Putao","AREA # 010451","Pannandin(ST)","MMR001017","Nawngmun","Pannandin(ST)",NA,NA,NA,NA,NA,0
"28","Kachin","Putao","AREA # 010405","Naungmoon","MMR001017","Nawngmun","Naungmoon",NA,NA,NA,NA,NA,0
"29","Kachin","Putao","AREA # 010404","Khaunglanphoo","MMR001018","Khaunglanhpu","Khaunglanphoo",NA,NA,NA,NA,NA,0
"30","Kayah","Loikaw","AREA # 020101","Loikaw","MMR002001","Loikaw","Loikaw",0,1,0,0,0,1
"31","Kayah","Loikaw","AREA # 020102","Dimawso","MMR002002","Demoso","Dimawso",0,0,0,0,1,1
"32","Kayah","Loikaw","AREA # 020103","Phruso","MMR002003","Hpruso","Phruso",NA,NA,NA,NA,NA,0
"33","Kayah","Loikaw","AREA # 020104","Shardaw","MMR002004","Shadaw","Shardaw",NA,NA,NA,NA,NA,0
"34","Kayah","Bawlakhe","AREA # 020201","Bawlakhe","MMR002005","Bawlake","Bawlakhe",NA,NA,NA,NA,NA,0
"35","Kayah","Bawlakhe","AREA # 020251","Ywathit(ST)","MMR002005","Bawlake","Ywathit(ST)",NA,NA,NA,NA,NA,0
"36","Kayah","Bawlakhe","AREA # 020202","Parsaung","MMR002006","Hpasawng","Parsaung",0,0,0,1,0,1
"37","Kayah","Bawlakhe","AREA # 020203","Meisi","MMR002007","Mese","Meisi",NA,NA,NA,NA,NA,0
"38","Kayin","Hpa-an","AREA # 030101","Hpa-an","MMR003001","Hpa-An","Hpa-an",1,0,2,0,1,4
"39","Kayin","Hpa-an","AREA # 030151","Paingkyon(ST)","MMR003002","Hlaingbwe","Paingkyon(ST)",0,1,0,0,1,2
"40","Kayin","Hpa-an","AREA # 030152","Shan Ywathit(ST)","MMR003002","Hlaingbwe","Shan Ywathit(ST)",NA,NA,NA,NA,NA,0
"41","Kayin","Hpa-an","AREA # 030102","Hlaingbwe","MMR003002","Hlaingbwe","Hlaingbwe",1,1,1,0,0,3
"42","Kayin","Pharpon","AREA # 030201","Pharpon","MMR003003","Hpapun","Pharpon",NA,NA,NA,NA,NA,0
"43","Kayin","Pharpon","AREA # 030251","Kamamaung(ST}","MMR003003","Hpapun","Kamamaung(ST}",0,0,0,0,0,0
"44","Kayin","Hpa-an","AREA # 030154","Bawgali(ST)","MMR003004","Thandaunggyi","Bawgali(ST)",NA,NA,NA,NA,NA,0
"45","Kayin","Hpa-an","AREA # 030153","Leiktho(ST)","MMR003004","Thandaunggyi","Leiktho(ST)",0,1,0,2,0,3
"46","Kayin","Hpa-an","AREA # 030103","Thandaunggyi","MMR003004","Thandaunggyi","Thandaunggyi",0,0,0,0,0,0
"47","Kayin","Myawady","AREA # 030301","Myawady","MMR003005","Myawaddy","Myawady",0,0,0,0,0,0
"48","Kayin","Myawady","AREA # 030352","Wawlaymyaing(ST)","MMR003005","Myawaddy","Wawlaymyaing(ST)",NA,NA,NA,NA,NA,0
"49","Kayin","Myawady","AREA # 030351","Sugali(ST)","MMR003005","Myawaddy","Sugali(ST)",NA,NA,NA,NA,NA,0
"50","Kayin","Kawkareik","AREA # 030401","Kawkareik","MMR003006","Kawkareik","Kawkareik",4,0,2,0,1,7
"51","Kayin","Kawkareik","AREA # 030402","Kyarinseikkyi","MMR003007","Kyainseikgyi","Kyarinseikkyi",0,0,0,0,0,0
"52","Kayin","Kawkareik","AREA # 030451","Payarthonezu(ST)","MMR003007","Kyainseikgyi","Payarthonezu(ST)",1,0,2,0,2,5
"53","Kayin","Kawkareik","AREA # 030452","Kyaidon(ST)","MMR003007","Kyainseikgyi","Kyaidon(ST)",0,1,0,0,0,1
"54","Chin","Falam","AREA # 040251","Rihkhuadal(ST)","MMR004001","Falam","Rihkhuadal(ST)",NA,NA,NA,NA,NA,0
"55","Chin","Falam","AREA # 040201","Falam","MMR004001","Falam","Falam",1,1,0,0,0,2
"56","Chin","Haka","AREA # 040101","HaKa","MMR004002","Hakha","HaKa",0,2,1,0,0,3
"57","Chin","Haka","AREA # 040102","Thantlang","MMR004003","Thantlang","Thantlang",0,0,0,0,0,0
"58","Chin","Falam","AREA # 040202","Tedim","MMR004004","Tedim","Tedim",0,0,0,0,0,0
"59","Chin","Falam","AREA # 040252","Cikha(ST)","MMR004005","Tonzang","Cikha(ST)",1,0,1,0,1,3
"60","Chin","Falam","AREA # 040203","Tonzaung","MMR004005","Tonzang","Tonzaung",0,1,0,0,0,1
"61","Chin","Mindat","AREA # 040301","Mindat","MMR004006","Mindat","Mindat",1,0,1,0,0,2
"62","Chin","Mindat","AREA # 040351","Reazu(ST)","MMR004007","Matupi","Reazu(ST)",2,0,1,1,2,6
"63","Chin","Mindat","AREA # 040302","Matupi","MMR004007","Matupi","Matupi",0,0,0,0,0,0
"64","Chin","Mindat","AREA # 040303","Kanpalet","MMR004008","Kanpetlet","Kanpalet",0,1,0,0,0,1
"65","Chin","Mindat","AREA # 040304","Paletwat","MMR004009","Paletwa","Paletwat",1,1,0,0,1,3
"66","Chin","Mindat","AREA # 040352","Sami(ST)","MMR004009","Paletwa","Sami(ST)",0,1,0,0,0,1
"67","Sagaing","Sagaing","AREA # 050101","Sagaing","MMR005001","Sagaing","Sagaing",0,1,0,0,0,1
"68","Sagaing","Sagaing","AREA # 050102","Myinmu","MMR005002","Myinmu","Myinmu",0,0,0,0,0,0
"69","Sagaing","Sagaing","AREA # 050103","Myaung","MMR005003","Myaung","Myaung",0,0,0,0,0,0
"70","Sagaing","Shwebo","AREA # 050201","Shwebo","MMR005004","Shwebo","Shwebo",0,1,0,0,1,2
"71","Sagaing","Shwebo","AREA # 050251","Kyaukmyaung(ST)","MMR005004","Shwebo","Kyaukmyaung(ST)",NA,NA,NA,NA,NA,0
"72","Sagaing","Shwebo","AREA # 050202","Khin U","MMR005005","Khin-U","Khin U",0,2,0,0,0,2
"73","Sagaing","Shwebo","AREA # 050203","Wetlet","MMR005006","Wetlet","Wetlet",0,0,0,0,0,0
"74","Sagaing","Shwebo","AREA # 050204","Kambalu","MMR005007","Kanbalu","Kambalu",1,0,0,1,0,2
"75","Sagaing","Shwebo","AREA # 050205","Kyunhlau","MMR005008","Kyunhla","Kyunhlau",0,0,0,0,0,0
"76","Sagaing","Shwebo","AREA # 050206","Ye U","MMR005009","Ye-U","Ye U",0,0,0,0,1,1
"77","Sagaing","Shwebo","AREA # 050207","Depayin","MMR005010","Tabayin","Depayin",0,0,1,0,0,1
"78","Sagaing","Shwebo","AREA # 050208","Tasei","MMR005011","Taze","Tasei",0,0,0,0,0,0
"79","Sagaing","Monywa","AREA # 050301","Monywa","MMR005012","Monywa","Monywa",0,0,0,0,1,1
"80","Sagaing","Monywa","AREA # 050302","Butalin","MMR005013","Budalin","Butalin",0,0,0,0,1,1
"81","Sagaing","Monywa","AREA # 050303","Ayartaw","MMR005014","Ayadaw","Ayartaw",1,0,0,0,0,1
"82","Sagaing","Monywa","AREA # 050304","Chaung Oo","MMR005015","Chaung-U","Chaung Oo",0,1,0,1,1,3
"83","Sagaing","Yinmarpin","AREA # 050901","Yinmarpin","MMR005016","Yinmarbin","Yinmarpin",0,0,0,0,0,0
"84","Sagaing","Yinmarpin","AREA # 050904","Kani","MMR005017","Kani","Kani",0,0,0,0,1,1
"85","Sagaing","Yinmarpin","AREA # 050902","Salingyi","MMR005018","Salingyi","Salingyi",1,0,0,1,0,2
"86","Sagaing","Yinmarpin","AREA # 050903","Palae","MMR005019","Pale","Palae",0,0,1,2,0,3
"87","Sagaing","Katha","AREA # 050401","Katha","MMR005020","Katha","Katha",0,0,0,0,1,1
"88","Sagaing","Katha","AREA # 050402","Indaw","MMR005021","Indaw","Indaw",0,0,0,0,0,0
"89","Sagaing","Katha","AREA # 050403","Tigyaing","MMR005022","Tigyaing","Tigyaing",0,0,0,0,1,1
"90","Sagaing","Katha","AREA # 050404","Banmauk","MMR005023","Banmauk","Banmauk",0,0,0,0,1,1
"91","Sagaing","Katha","AREA # 050405","Kawlin","MMR005024","Kawlin","Kawlin",1,0,0,0,1,2
"92","Sagaing","Katha","AREA # 050406","Wuntho","MMR005025","Wuntho","Wuntho",NA,NA,NA,NA,NA,0
"93","Sagaing","Katha","AREA # 050407","Pinlebu","MMR005026","Pinlebu","Pinlebu",1,0,0,0,0,1
"94","Sagaing","Kalay","AREA # 050501","Kalay","MMR005027","Kale","Kalay",1,0,1,0,1,3
"95","Sagaing","Kalay","AREA # 050502","Kalewa","MMR005028","Kalewa","Kalewa",NA,NA,NA,NA,NA,0
"96","Sagaing","Kalay","AREA # 050503","Mingin","MMR005029","Mingin","Mingin",0,0,0,0,0,0
"97","Sagaing","Tamu","AREA # 050601","Tamu","MMR005030","Tamu","Tamu",NA,NA,NA,NA,NA,0
"98","Sagaing","Tamu","AREA # 050651","Myothit(ST)","MMR005030","Tamu","Myothit(ST)",NA,NA,NA,NA,NA,0
"99","Sagaing","Tamu","AREA # 050652","Khampat(ST)","MMR005030","Tamu","Khampat(ST)",0,0,0,0,0,0
"100","Sagaing","Mawlaik","AREA # 050701","Mawlaik","MMR005031","Mawlaik","Mawlaik",0,1,0,0,0,1
"101","Sagaing","Mawlaik","AREA # 050702","Phaungpyin","MMR005032","Paungbyin","Phaungpyin",0,0,1,0,1,2
"102","Sagaing","Hkamti","AREA # 050801","Hkamti","MMR005033","Hkamti","Hkamti",0,0,0,0,0,0
"103","Sagaing","Hkamti","AREA # 050802","Homalin","MMR005034","Homalin","Homalin",1,0,1,0,0,2
"104","Sagaing","Hkamti","AREA # 050803","Leshi","MMR005035","Lay Shi","Leshi",0,0,0,0,0,0
"105","Sagaing","Hkamti","AREA # 050851","Mobaingluk(ST)","MMR005035","Lay Shi","Mobaingluk(ST)",NA,NA,NA,NA,NA,0
"106","Sagaing","Hkamti","AREA # 050852","Sonemara(ST)","MMR005035","Lay Shi","Sonemara(ST)",NA,NA,NA,NA,NA,0
"107","Sagaing","Hkamti","AREA # 050804","Lahe","MMR005036","Lahe","Lahe",NA,NA,NA,NA,NA,0
"108","Sagaing","Hkamti","AREA # 050853","Htanparkway(ST)","MMR005036","Lahe","Htanparkway(ST)",NA,NA,NA,NA,NA,0
"109","Sagaing","Hkamti","AREA # 050805","Nanyun","MMR005037","Nanyun","Nanyun",NA,NA,NA,NA,NA,0
"110","Sagaing","Hkamti","AREA # 050854","Pansaung(ST)","MMR005037","Nanyun","Pansaung(ST)",NA,NA,NA,NA,NA,0
"111","Sagaing","Hkamti","AREA # 050855","Donhee(ST)","MMR005037","Nanyun","Donhee(ST)",NA,NA,NA,NA,NA,0
"112","Tanintharyi","Dawei","AREA # 060151","Myitta(ST)","MMR006001","Dawei","Myitta(ST)",0,0,1,0,0,1
"113","Tanintharyi","Dawei","AREA # 060101","Dawei","MMR006001","Dawei","Dawei",0,1,0,1,1,3
"114","Tanintharyi","Dawei","AREA # 060102","Lounglon","MMR006002","Launglon","Lounglon",0,0,1,1,0,2
"115","Tanintharyi","Dawei","AREA # 060103","Thayetchaung","MMR006003","Thayetchaung","Thayetchaung",0,0,1,1,3,5
"116","Tanintharyi","Dawei","AREA # 060104","Yebyu","MMR006004","Yebyu","Yebyu",0,0,2,0,0,2
"117","Tanintharyi","Dawei","AREA # 060152","Kaleinaung(ST)","MMR006004","Yebyu","Kaleinaung(ST)",NA,NA,NA,NA,NA,0
"118","Tanintharyi","Myeik","AREA # 060201","Myeik","MMR006005","Myeik","Myeik",0,1,0,2,0,3
"119","Tanintharyi","Myeik","AREA # 060202","Kyunsu","MMR006006","Kyunsu","Kyunsu",0,1,4,0,3,8
"120","Tanintharyi","Myeik","AREA # 060251","Palauk(ST)","MMR006007","Palaw","Palauk(ST)",0,0,0,1,0,1
"121","Tanintharyi","Myeik","AREA # 060203","Palaw","MMR006007","Palaw","Palaw",1,0,1,1,1,4
"122","Tanintharyi","Myeik","AREA # 060204","Tanintharyi","MMR006008","Tanintharyi","Tanintharyi",1,0,0,0,1,2
"123","Tanintharyi","Kawthoung","AREA # 060301","Kawthoung","MMR006009","Kawthoung","Kawthoung",1,0,1,1,0,3
"124","Tanintharyi","Kawthoung","AREA # 060351","Khamaukgyi","MMR006009","Kawthoung","Khamaukgyi",0,0,0,0,0,0
"125","Tanintharyi","Kawthoung","AREA # 060302","Bokepyin","MMR006010","Bokpyin","Bokepyin",0,1,1,0,0,2
"126","Tanintharyi","Kawthoung","AREA # 060353","Karathuri(ST)","MMR006010","Bokpyin","Karathuri(ST)",0,0,0,1,0,1
"127","Tanintharyi","Kawthoung","AREA # 060352","Pyigyimandaing","MMR006010","Bokpyin","Pyigyimandaing",NA,NA,NA,NA,NA,0
"128","Bago","Bago","AREA # 070101","Bago","MMR007001","Bago","Bago",1,1,0,1,0,3
"129","Bago","Bago","AREA # 070102","Tanatpin","MMR007002","Thanatpin","Tanatpin",0,0,0,0,0,0
"130","Bago","Bago","AREA # 070103","Kawa","MMR007003","Kawa","Kawa",1,0,0,0,0,1
"131","Bago","Bago","AREA # 070104","Waw","MMR007004","Waw","Waw",0,1,0,0,0,1
"132","Bago","Bago","AREA # 070105","Nyaunglebin","MMR007005","Nyaunglebin","Nyaunglebin",0,0,0,1,0,1
"133","Bago","Bago","AREA # 070106","Kyauktaga","MMR007006","Kyauktaga","Kyauktaga",1,0,1,0,0,2
"134","Bago","Bago","AREA # 070107","Daik U","MMR007007","Daik-U","Daik U",0,0,0,0,1,1
"135","Bago","Bago","AREA # 070108","Shwegyin","MMR007008","Shwegyin","Shwegyin",1,0,0,0,0,1
"136","Bago","Toungoo","AREA # 070201","Toungoo","MMR007009","Taungoo","Toungoo",0,0,0,1,0,1
"137","Bago","Toungoo","AREA # 070202","Yaedashe","MMR007010","Yedashe","Yaedashe",0,0,0,0,0,0
"138","Bago","Toungoo","AREA # 070203","Kyaukkyi","MMR007011","Kyaukkyi","Kyaukkyi",0,0,2,0,0,2
"139","Bago","Toungoo","AREA # 070204","Pyu","MMR007012","Phyu","Pyu",0,0,0,2,0,2
"140","Bago","Toungoo","AREA # 070205","Oatwin","MMR007013","Oktwin","Oatwin",0,0,0,0,0,0
"141","Bago","Toungoo","AREA # 070206","Htantapin","MMR007014","Htantabin","Htantapin",0,0,1,1,0,2
"142","Bago","Pyay","AREA # 070301","Pyay","MMR008001","Pyay","Pyay",1,0,0,0,0,1
"143","Bago","Pyay","AREA # 070302","Paukkhaung","MMR008002","Paukkhaung","Paukkhaung",0,0,0,0,0,0
"144","Bago","Pyay","AREA # 070303","Padaung","MMR008003","Padaung","Padaung",0,0,0,1,0,1
"145","Bago","Pyay","AREA # 070304","Paunde","MMR008004","Paungde","Paunde",0,0,0,0,0,0
"146","Bago","Pyay","AREA # 070305","Thegon","MMR008005","Thegon","Thegon",0,0,2,0,0,2
"147","Bago","Pyay","AREA # 070306","Shwedaung","MMR008006","Shwedaung","Shwedaung",0,0,0,0,0,0
"148","Bago","Tharyarwaddy","AREA # 070401","Tharyarwaddy","MMR008007","Thayarwady","Tharyarwaddy",0,0,0,0,0,0
"149","Bago","Tharyarwaddy","AREA # 070402","Letpadan","MMR008008","Letpadan","Letpadan",0,2,0,0,0,2
"150","Bago","Tharyarwaddy","AREA # 070403","Minhla","MMR008009","Minhla","Minhla",0,0,0,0,0,0
"151","Bago","Tharyarwaddy","AREA # 070404","Okpo","MMR008010","Okpho","Okpo",0,0,0,2,1,3
"152","Bago","Tharyarwaddy","AREA # 070405","Zigon","MMR008011","Zigon","Zigon",0,0,0,0,0,0
"153","Bago","Tharyarwaddy","AREA # 070406","Nattalin","MMR008012","Nattalin","Nattalin",0,0,0,0,0,0
"154","Bago","Tharyarwaddy","AREA # 070407","Monyo","MMR008013","Monyo","Monyo",0,0,0,1,0,1
"155","Bago","Tharyarwaddy","AREA # 070408","Gyobingauk","MMR008014","Gyobingauk","Gyobingauk",1,1,0,0,0,2
"156","Magway","Magway","AREA # 080101","Magway","MMR009001","Magway","Magway",1,0,0,0,0,1
"157","Magway","Magway","AREA # 080102","Yenangyoung","MMR009002","Yenangyaung","Yenangyoung",0,0,0,0,0,0
"158","Magway","Magway","AREA # 080103","Chauk","MMR009003","Chauk","Chauk",0,0,0,0,0,0
"159","Magway","Magway","AREA # 080104","Taungdwingyi","MMR009004","Taungdwingyi","Taungdwingyi",0,0,0,0,0,0
"160","Magway","Magway","AREA # 080105","Myothit","MMR009005","Myothit","Myothit",0,0,0,0,0,0
"161","Magway","Magway","AREA # 080106","Natmauk","MMR009006","Natmauk","Natmauk",1,0,0,0,0,1
"162","Magway","Minbu","AREA # 080201","Minbu","MMR009007","Minbu","Minbu",2,1,0,2,0,5
"163","Magway","Minbu","AREA # 080202","Pwint Phyu","MMR009008","Pwintbyu","Pwint Phyu",0,1,0,0,0,1
"164","Magway","Minbu","AREA # 080203","Ngape","MMR009009","Ngape","Ngape",0,0,0,0,0,0
"165","Magway","Minbu","AREA # 080204","Salin","MMR009010","Salin","Salin",1,1,0,0,1,3
"166","Magway","Minbu","AREA # 080205","Saytottara","MMR009011","Sidoktaya","Saytottara",0,0,0,0,0,0
"167","Magway","Thayet","AREA # 080301","Thayet","MMR009012","Thayet","Thayet",0,0,0,0,0,0
"168","Magway","Thayet","AREA # 080302","Minhla","MMR009013","Minhla","Minhla",0,0,0,0,0,0
"169","Magway","Thayet","AREA # 080303","Mindon","MMR009014","Mindon","Mindon",0,0,0,0,0,0
"170","Magway","Thayet","AREA # 080304","Kamma","MMR009015","Kamma","Kamma",0,0,0,1,0,1
"171","Magway","Thayet","AREA # 080305","Aunglan","MMR009016","Aunglan","Aunglan",0,0,1,1,0,2
"172","Magway","Thayet","AREA # 080306","Sinpaungwe`","MMR009017","Sinbaungwe","Sinpaungwe`",0,4,0,1,0,5
"173","Magway","Pakokku","AREA # 080401","Pakokku","MMR009018","Pakokku","Pakokku",1,0,1,0,0,2
"174","Magway","Pakokku","AREA # 080402","Yesagyo","MMR009019","Yesagyo","Yesagyo",0,0,0,1,1,2
"175","Magway","Pakokku","AREA # 080403","Myaing","MMR009020","Myaing","Myaing",1,0,0,0,1,2
"176","Magway","Pakokku","AREA # 080404","Pauk","MMR009021","Pauk","Pauk",1,0,1,2,1,5
"177","Magway","Pakokku","AREA # 080405","Seikphyu","MMR009022","Seikphyu","Seikphyu",0,0,1,0,0,1
"178","Magway","Gangaw","AREA # 080501","Gangaw","MMR009023","Gangaw","Gangaw",0,0,0,0,0,0
"179","Magway","Gangaw","AREA # 080502","Htilin","MMR009024","Tilin","Htilin",0,0,0,0,1,1
"180","Magway","Gangaw","AREA # 080503","Saw","MMR009025","Saw","Saw",0,0,0,0,0,0
"181","Magway","Gangaw","AREA # 080551","Kyaukhtu(ST)","MMR009025","Saw","Kyaukhtu(ST)",NA,NA,NA,NA,NA,0
"182","Mandalay","Mandalay","AREA # 090101","Aungmyetharzan","MMR010001","Aungmyaythazan","Aungmyetharzan",0,1,0,0,0,1
"183","Mandalay","Mandalay","AREA # 090102","Chanayeharzan","MMR010002","Chanayethazan","Chanayeharzan",0,0,0,0,0,0
"184","Mandalay","Mandalay","AREA # 090103","Mahaaungmye","MMR010003","Mahaaungmyay","Mahaaungmye",0,0,0,0,0,0
"185","Mandalay","Mandalay","AREA # 090104","Chanmyatharzi","MMR010004","Chanmyathazi","Chanmyatharzi",0,1,0,0,0,1
"186","Mandalay","Mandalay","AREA # 090105","Pyigyidagun","MMR010005","Pyigyitagon","Pyigyidagun",0,0,0,1,0,1
"187","Mandalay","Mandalay","AREA # 090106","Amarapura","MMR010006","Amarapura","Amarapura",0,0,0,0,0,0
"188","Mandalay","Mandalay","AREA # 090107","Patheingyi","MMR010007","Patheingyi","Patheingyi",0,0,1,0,1,2
"189","Mandalay","Pyin Oo Lwin","AREA # 090201","Pyin Oo Lwin","MMR010008","Pyinoolwin","Pyin Oo Lwin",0,1,0,0,0,1
"190","Mandalay","Pyin Oo Lwin","AREA # 090202","Madaya","MMR010009","Madaya","Madaya",0,0,0,0,2,2
"191","Mandalay","Pyin Oo Lwin","AREA # 090203","Sinku","MMR010010","Singu","Sinku",0,0,0,0,0,0
"192","Mandalay","Pyin Oo Lwin","AREA # 090204","Mogok","MMR010011","Mogoke","Mogok",0,0,0,0,0,0
"193","Mandalay","Pyin Oo Lwin","AREA # 090205","Thabeikkyin","MMR010012","Thabeikkyin","Thabeikkyin",0,0,0,0,0,0
"194","Mandalay","Pyin Oo Lwin","AREA # 090251","Tagaung","MMR010012","Thabeikkyin","Tagaung",0,0,0,0,1,1
"195","Mandalay","Kyaukse","AREA # 090301","Kyaukse","MMR010013","Kyaukse","Kyaukse",0,0,0,0,0,0
"196","Mandalay","Kyaukse","AREA # 090302","Singaing","MMR010014","Sintgaing","Singaing",0,1,0,0,0,1
"197","Mandalay","Kyaukse","AREA # 090303","Myitthar","MMR010015","Myittha","Myitthar",1,0,0,0,0,1
"198","Mandalay","Kyaukse","AREA # 090304","Tada U","MMR010016","Tada-U","Tada U",0,0,0,0,0,0
"199","Mandalay","Myingyan","AREA # 090401","Myingyan","MMR010017","Myingyan","Myingyan",0,0,0,0,1,1
"200","Mandalay","Myingyan","AREA # 090402","Taungtha","MMR010018","Taungtha","Taungtha",1,0,1,0,1,3
"201","Mandalay","Myingyan","AREA # 090403","Natogyi","MMR010019","Natogyi","Natogyi",0,0,0,0,0,0
"202","Mandalay","Nyaung U","AREA # 090404","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung",0,0,0,1,0,1
"203","Mandalay","Myingyan","AREA # 090405","Ngazun","MMR010021","Ngazun","Ngazun",0,0,0,0,0,0
"204","Mandalay","Nyaung U","AREA # 090501","Nyaung U","MMR010022","Nyaung-U","Nyaung U",0,0,0,1,0,1
"205","Mandalay","Nyaung U","AREA # 090551","Ngathayauk","MMR010022","Nyaung-U","Ngathayauk",NA,NA,NA,NA,NA,0
"206","Mandalay","Yame`thin","AREA # 090601","Yame`thin","MMR010023","Yamethin","Yame`thin",0,1,0,0,1,2
"207","Mandalay","Yame`thin","AREA # 090602","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe",0,0,0,0,2,2
"208","Mandalay","Meiktila","AREA # 090701","Meiktila","MMR010028","Meiktila","Meiktila",0,0,0,1,0,1
"209","Mandalay","Meiktila","AREA # 090702","Mahlaing","MMR010029","Mahlaing","Mahlaing",0,0,0,1,0,1
"210","Mandalay","Meiktila","AREA # 090703","Thazi","MMR010030","Thazi","Thazi",0,0,0,0,0,0
